"","Date","England","Wales"
"1",1995-04-01,1.00584153178021,1.00055483933418
"2",1995-07-01,1.00087202337555,0.996302255522405
"3",1995-10-01,1.01063439109025,0.995635098126372
"4",1996-01-01,1.00961967078696,0.9948548152448
"5",1996-04-01,1.02026709703247,1.00514849306318
"6",1996-07-01,1.02818518664144,1.01493295968308
"7",1996-10-01,1.04871164775864,1.02297261591607
"8",1997-01-01,1.06550273122133,1.0323940580604
"9",1997-04-01,1.09166381430238,1.05176252387993
"10",1997-07-01,1.11622138035792,1.06362906579266
"11",1997-10-01,1.14449122347647,1.08072663207503
"12",1998-01-01,1.16433407295104,1.08971897365964
"13",1998-04-01,1.19088341664281,1.10860879480918
"14",1998-07-01,1.21294639563788,1.11853802275757
"15",1998-10-01,1.23425699028309,1.13804233621066
"16",1999-01-01,1.24753309152926,1.14078589328697
"17",1999-04-01,1.28021025483321,1.16273996380059
"18",1999-07-01,1.31945767805225,1.18426818238093
"19",1999-10-01,1.3690883062159,1.214632924296
"20",2000-01-01,1.41251064870509,1.23561146479161
"21",2000-04-01,1.46611638019854,1.26815536065853
"22",2000-07-01,1.50486628107951,1.29056557188538
"23",2000-10-01,1.53056892731137,1.31133524872993
"24",2001-01-01,1.55928913186003,1.32204972407716
"25",2001-04-01,1.61442882199652,1.36235666823871
"26",2001-07-01,1.66875265663018,1.40438117762044
"27",2001-10-01,1.71566459548196,1.43216632867698
"28",2002-01-01,1.75908685866472,1.46950041727463
"29",2002-04-01,1.85233942174683,1.54367008797008
"30",2002-07-01,1.96055886188272,1.64202314558992
"31",2002-10-01,2.05635992080115,1.72404800199259
"32",2003-01-01,2.12210625252646,1.79322779486795
"33",2003-04-01,2.19340295413726,1.89196730995745
"34",2003-07-01,2.24910374448317,1.9821998151277
"35",2003-10-01,2.31580856301138,2.08332216094622
"36",2004-01-01,2.37131074100744,2.17846931444265
"37",2004-04-01,2.47752596968256,2.32627489465291
"38",2004-07-01,2.56123047633611,2.45700527786652
"39",2004-10-01,2.60901246227729,2.516836003895
"40",2005-01-01,2.60564143015257,2.52659814026367
"41",2005-04-01,2.65298659681707,2.57007344113698
"42",2005-07-01,2.67361897634108,2.61530702602489
"43",2005-10-01,2.70636984600344,2.62640203785926
"44",2006-01-01,2.7311761483685,2.65261432007951
"45",2006-04-01,2.80062669333339,2.71559200580629
"46",2006-07-01,2.84767353636234,2.76591908639856
"47",2006-10-01,2.91807218242362,2.82115518256527
"48",2007-01-01,2.96206131314807,2.84509022743335
"49",2007-04-01,3.04553835285271,2.8997800911309
"50",2007-07-01,3.0988655142178,2.94831534439375
"51",2007-10-01,3.1298455270259,2.97893930747459
"52",2008-01-01,3.09964013473931,2.93466205867731
"53",2008-04-01,3.09319518500009,2.91472546578459
"54",2008-07-01,2.99077888460725,2.84285233732069
"55",2008-10-01,2.84144277230292,2.76075577262078
"56",2009-01-01,2.73124714703256,2.63675268161902
"57",2009-04-01,2.73465047488628,2.65187086524008
"58",2009-07-01,2.79432844362772,2.70726935593841
"59",2009-10-01,2.86133436934211,2.73202889208352
"60",2010-01-01,2.89641149859614,2.73407239208356
"61",2010-04-01,2.93709570735904,2.77580398811294
"62",2010-07-01,2.96130278020028,2.79013478069272
"63",2010-10-01,2.93489010885229,2.74879160987451
"64",2011-01-01,2.89783760404433,2.72059217875275
"65",2011-04-01,2.91114754217104,2.7215416601324
"66",2011-07-01,2.92643645031294,2.72456043221523
"67",2011-10-01,2.91660124702692,2.70223136363802
"68",2012-01-01,2.9055206482491,2.68655224744402
"69",2012-04-01,2.94967744825372,2.71719816129401
"70",2012-07-01,2.96704009115187,2.71517908451753
"71",2012-10-01,2.96174827605954,2.70362811329237
"72",2013-01-01,2.96110453490002,2.70028299391014
"73",2013-04-01,3.00440560960207,2.72120824416083
"74",2013-07-01,3.05355311274375,2.73537778302564
"75",2013-10-01,3.0928539405383,2.77211698128238
"76",2014-01-01,3.13343368466159,2.78619589569895
"77",2014-04-01,3.21653948541333,2.82849855583224
"78",2014-07-01,3.29928541957071,2.86704339267957
"79",2014-10-01,3.32257403772383,2.87707322265766
"80",2015-01-01,3.34374133342308,2.88219322508139
"81",2015-04-01,3.39822730440666,2.90945286751265
"82",2015-07-01,3.48015446857208,2.92921413230436
"83",2015-10-01,3.52310743530483,2.96744526921897
"84",2016-01-01,3.58238477813707,2.98380836884313
"85",2016-04-01,3.64130997231249,3.02588593811749
"86",2016-07-01,3.710443522561,3.06381041714968
"87",2016-10-01,3.7136470367059,3.07977475035152
"88",2017-01-01,3.74619429806763,3.07511371350555
"89",2017-04-01,3.80441469601134,3.11150877467728
"90",2017-07-01,3.87649879762258,3.18011285732377
"91",2017-10-01,3.8843290812359,3.20536103305703
"92",2018-01-01,3.89529106945932,3.22926530729108
"93",2018-04-01,3.93016560316694,3.26056091803232
"94",2018-07-01,3.99180346616494,3.33667403550306
"95",2018-10-01,3.97874366075987,3.3578294992419
"96",2019-01-01,3.95314670067193,3.35735827159785
"97",2019-04-01,3.98116641980865,3.40011285940641
"98",2019-07-01,4.04398537095736,3.4609124237433
"99",2019-10-01,4.05787607476406,3.4742325794725
